Tweet,Type
may #donaldtrump  go burn in hell ,AbusiveDT
here s hoping people will grab #donaldtrump where it hurts by the ballots #election2016 @paulwaugh,AbusiveDT
just found out my 2 active duty cousins  voted for #hillaryclinton  #hrc #clintonkaine #election2016 #nottrump #nevertrump #donaldtrump,AbusiveDT
see #greenday blast #donaldtrump in mtv ema  american idiot  performance ,AbusiveDT
millions believe #donaldtrump winning cuz of the countless lies he spews at his rallies day after day hour after hour second after second,AbusiveDT
#uselections2016 #donaldtrump victory is negative for india volatility will shoot up ,AbusiveDT
#donaldtrump called #nawazsharif for some tips about that shit that he did on 11 may 2013 during #electionsnor kho poi ye kana,AbusiveDT
this lady is spreading outright lies no such words have crossed #donaldtrump lips #lancastervotes ,AbusiveDT
just in case you were undecided on which candidate to vote for   view this video and the decide #nevertrump,AbusiveDT
#billbelichick to #donaldtrump 1 5 congratulations on a tremendous caign you have dealt with an unbelievably slanted and negative media,AbusiveDT
#nevertrump explained beautifully and why it means never #voteyourconscience #donaldtrump #women #electionday #nfl,AbusiveDT
november 08 2016real change #donaldtrump ormore corruption lies  america going down the tubes with ,AbusiveDT
gosh i m entirely nervous on this historical day even though i m british #hilaryclinton #donaldtrump #election2016,AbusiveDT
the latest rude awaking garden valley digital  #election2016 #donaldtrump,AbusiveDT
to my friends considering an irresponsible vote let me remind you #donaldtrump is a celebrity not a businessman vote for anyone but him,AbusiveDT
  #hillaryclinton sends paid gun men to kill #trump #drainthesw #democrat democrats @rudygiulianigop @newyorkfbi,AbusiveDT
watch trump says knock the crap out of blacks #nevertrump #blacklivesmatter #blacktwitter #donaldtrump #michigan,AbusiveDT
requesting my fellow american friends not to vote for that #bastard #donaldtrump  reject him  #uselections2016 ,AbusiveDT
#afpvideo #donaldtrump die wahl der russen  #uswahl16,AbusiveDT
 the man who was thought to have tried to assassinate #donaldtrump interview #thegaurdianlsn to what he had to say,AbusiveDT
#donaldtrump lying to the entirety of mozart symphony no 41 ,AbusiveDT
@ktnnews @bettymkyallo #donaldtrump will be usa president he frankly cares about americans not corrupt  will create jobs  reduce taxes,AbusiveDT
#imvotingbecause #donaldtrump forced #thewalkingdead writers to kill off #glen  #truestory #ripglenn,AbusiveDT
here s advice #donaldtrump gave #billcosby about #sexualassault accusations  #sexualpredators #celebrity #vote #dnc,AbusiveDT
#johnoliver admits he made a mistake when he urged #donaldtrump to run for #president  ,AbusiveDT
#uspresidentialelections voters say they might leave #america if  lunatic racist antinational  #donaldtrump win ,AbusiveDT
"bottle of gross toilet water add some dirt and ""shake it up"" you now have grosser dirtier toilet water #donaldtrump #election2016",AbusiveDT
pa hahahahahahaaa    dwl    @bolger_mary #nevertrump #hillaryclinton,AbusiveDT
#donaldtrumpi can see russia from my absentee ballot ,AbusiveDT
as jt would say what goes around comes all the way back around  #nevertrump #hillaryclinton,AbusiveDT
@realdonaldtrump is the reincarnation of hitler he must lose and lose badly #donaldtrump #uselections2016 ,AbusiveDT
"#donaldtrump talking utter bollocks idiots believing him well i never as greasvie used to say ""it s a funny old ",AbusiveDT
people are tired of being ripped off #donaldtrumpripped off by people like you pay ur dang #taxes you #taxevader cheat #cnn #vote #dnc,AbusiveDT
@realdonaldtrump @jamesokeefeiii @breitbartnews @nra @usafortrump2016 what the hell is this? ,AbusiveDT
#us caign biggest waste of money time #donaldtrump explains the whys and hows  ,AbusiveDT
"el  de muchos el terror de otrosmir cuales son los ""juguetitos de #donaldtrump y no son solo carros ",AbusiveDT
#donaldtrump s #sonmade a yuge voting mistake  ,AbusiveDT
watch brand new trump documentary  last half exposes unstable racist pervert lyin donald #nevertrump #donaldtrump,AbusiveDT
relevant indeed  #hillaryclinton #strongertogether #nevertrump,AbusiveDT
#election2016 dear americans don t go full retard and vote for #donaldtrump,AbusiveDT
i leave it at that#vote #hillaryclinton #donaldtrump #fucktrump #democracy #election2016,AbusiveDT
#donaldtrump made billions fleecing the working manhe screwed contractors  the #american people by not paying taxes#uniteblue#imwither,AbusiveDT
the lies about #donaldtrump are the truths about #crookedclinton  #maga3x #drainthesw ,AbusiveDT
#neobreaking @fareedraees #donaldtrump chose wrong strategy like #white racist votehe has lost the fanbase of man ,AbusiveDT
us constitution isn t always relevant says trump  #nevertrump #donaldtrump #cruzcrew,AbusiveDT
the coming #authoritarianism  #donaldtrump suffers from #mentalillness @torittointabay,AbusiveDT
"@fortunemagazine  ""  #donaldtrump would be a  dangerous destructive choice for the country  "" say 370 economists",AbusiveDT
@mike43carney quite and he does more grabbing than #donaldtrumpa penalty and a red card waiting to happen,AbusiveDT
#donaldtrump has been a huge jerk beyond outrage civil rights not pity ,AbusiveDT
which dirty river do you want to drink from #usaelections2016 #donaldtrump or #hilaryclinton,AbusiveDT
#electionfinalthoughts for god s sake  think before you vote for this unstable hate filled monster #donaldtrump ,AbusiveDT
#donaldtrump says loss would spell  greatest waste of time  the wall street journal ,AbusiveDT
"of course the ""director of sharia watch"" in the uk is a fan of nazi propaganda and fascist #donaldtrump ",AbusiveDT
#electionday scared out of my mind this presidential election day and for the future #hilaryclinton or #donaldtrump  will it be ,AbusiveDT
"@davidaxelrod @flotus i guess #donaldtrump and his divisive caign forgot that ""united we stand divided we fall""",AbusiveDT
i hate #donaldtrump,AbusiveDT
election day #getoutthevote it s time to sweep the trash #donaldtrump out the door #nevertrump #trumpler #dumptrump #voteforhillary #vote,AbusiveDT
tyranny makes another run at america today choose freedom#tcot #donaldtrump,AbusiveDT
#donaldtrump is rushed of stage by secret service  he comes back on and immediately falsely blames the ruckus on ,AbusiveDT
@realdonaldtrump @newyorktimes110 obama admiresmodi but refuses to ack threat from pak terrorgives hugemil aid t ,AbusiveDT
an eye for an eye makes the whole world blind hillaryclinton #donaldtrump billclintonusa ,AbusiveDT
fuck who am i kidding ya ll are a bunch racist and ignorant people enjoy the next four years with #donaldtrump ,AbusiveDT
america needs you @juxtapozmag @guardiannews @guardian @theeconomist @metrouk #donaldtrump #nevertrump,AbusiveDT
the world is one step closer to ww3 if #donaldtrump is elected failed to address key issues he will not make america great again,AbusiveDT
reports are saying #trump staged this whole episode in #reno because he is so afraid of losing bigly to ,AbusiveDT
he call blacks monkey #donaldtrump i hate him vote #hilaryclinton #election2016  #usadecides,AbusiveDT
trolland dump #donaldtrump ,AbusiveDT
@johnkasich did u get invited to the dropout social? #dncleak2 planned it for ya #hillaryclinton #drainthesw,AbusiveDT
come on america you ve got to make this countvote for #donaldtrump clinton is a scorned woman and we all know hell have no fury wright,AbusiveDT
 #hillaryclinton sends paid gun men to kill #trump #drainthesw  #democrat democrats @fbi @newyorkfbi @genflynn @ap,AbusiveDT
to all americans who smoke pot in fear of being thrown in jail no more fear #donaldtrump approves and will repeal ,AbusiveDT
if everyone would get a small loan of a million dollars noone would be poor cuz that is a lot  #donaldtrump #poorlogic,AbusiveDT
#nevertrump a final word  via weeklystandard #northcarolina #iowa #wisconsin #college #women #catholic #donaldtrump,AbusiveDT
stone cold setting the record straight #donaldtrump #wwe vine by @mysanitytv ,AbusiveDT
"breaking news  proof that the voting is rigged ""where"" ""everywhere"" #electionday #usaelections2016 #trump ",AbusiveDT
#election2016 must knows about donald trump  #donaldtrump #nevertrump #stoptrump #politics101 #iwillvote,AbusiveDT
assuming people vote #trump loses big questions are senate majority to shift house effect of #gop voter suppres ,AbusiveDT
"having dinner-lady at the table next me called #hillaryclinton a ""skank""  you can t write this stuff  lol #hillarybecause #drainthesw",AbusiveDT
just in shock new poll results give race lastminute shakeup that ll stun both sides #donaldtrump ,AbusiveDT
callawaybot #fucktrump guillamon1 #donaldtrump deserves this #hoodie #shop  #guillamon #,AbusiveDT
bloody ell after listening to #donaldtrump  nigel farage sounds almost articulate scary,AbusiveDT
@fhollande j esp vraiment et de tout c que #donaldtrump gagne l  pr des  juste pour vous hihihihihihihi,AbusiveDT
a #donaldtrump surrogate strangely accused #jayz of promoting  cocktails  ,AbusiveDT
@wendyvoss @ivankatrump agreed ladies please protect your pussy around monster racist pussygrabber #donaldtrump ,AbusiveDT
#donaldtrump is rushed of stage by secret service he comes back on and immediately falsely blames the ruckus on ,AbusiveDT
the latest egypt without corruption news  thanks to @retweetmcd #election2016 #donaldtrump,AbusiveDT
another stupid #trump stunt to further con his gullible supporters he s so afraid of losing bigly to ,AbusiveDT
it s maniavsphobia #election2016 #hilaryclinton  mania vs #donaldtrump phobia #americadecides #hilaryclinton  oyeeeee,AbusiveDT
#uselection #liveupdate #donaldtrump predicts an upset and vowed to fight for the disenfranchised middle classes#gheshenews,AbusiveDT
i seen a video explaining how #donaldtrump was suppose to scare us  #berniesanders was suppose to lose so we can settle for #hilaryclinton,AbusiveDT
i have never seen so much bashing as i did last night on the liberal media on #donaldtrump  even public television got into it,AbusiveDT
#hillaryclinton #nevertrump #millenialsfortrump - many posts from trump supporters praying for trump  the irony  praying for a godless man,AbusiveDT
this gross independence day rhetoric needs to stop #nigelfarage #donaldtrump #chee,AbusiveDT
look back on a warning never heeded concerning #donaldtrump s spectacle of a presidential run  #icymi #werewithher,AbusiveDT
#pvv #drainthesw,AbusiveDT
why do i feel so nervous for this election #electionday #hilaryclinton #donaldtrump #hilaryclintonforpresident,AbusiveDT
come on #michigan make it happen vote for a #stateman #donaldtrump not a crooked career politician #america needs ,AbusiveDT
tom brady endorsement of #donaldtrump is just one more reason to hate him and the patriots  one cheater to another desperate #espn #cnn,AbusiveDT
says it all really  #brexit  #ukip  #donaldtrump  #nigelfarage 1930s madness ,AbusiveDT
that s okay #donaldtrump we ve considered it a tremendous waste of time  energy listening to your ignorant bigot ,AbusiveDT
thinking about himself till the bitter end #donaldtrump  ,AbusiveDT
let s start the prison 2016 deck of cards#action4trump #maga #trump #pence #trump2016 #donaldtrump #neverhillary ,AbusiveDT
why #mexico hate #donaldtrump he wants to send their illegal visitors home and build a wall to keep them there why mexico against that,AbusiveDT
as soon as donald trump fanatics hurt or harassed you call the police #election2016 #donaldtrump #trump #deplorables #america #violence,AbusiveDT
and conway has damaged herself with real #trumpcooties  ,AbusiveDT
my poor husband shares the exact same name as a #donaldtrump son  via @salon #trumpsagainsttrump,AbusiveDT
i ll be damned if our next president has a small penis #donaldtrump,AbusiveDT
today us has to choose between two evils i hope they choose migration over voting #election2016 #usadecides #donaldtrump #hilaryclinton,AbusiveDT
#donaldtrump has ruined #cheetos for me#election2016 #me #nomore #govote,AbusiveDT
it s gonna be so awkward for #donaldtrump when he goes to cast his ballot today and finds out he and his wife can t vote in @anncoulter usa,AbusiveDT
 put lipstick on a pig tony schwartz #donaldtrump s ghostwriter now feels  remorse #trump,AbusiveDT
